time/time_elapsed,time/episodes,rollout/success_rate,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,eval/success_rate,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/actor_loss,train/critic_loss,train/n_updates
265,286,0.01,53,14300,-49.5,50.0,,,,0.0009952336666666666,0.01670750044286251,-10.007506370544434,4.602114677429199,0.11334050446748734,4299
266,287,0.01,53,14350,-49.5,50.0,,,,0.000995217,0.01599147915840149,-10.264333724975586,4.472211837768555,0.10465417802333832,4349
266,288,0.01,53,14400,-49.5,50.0,,,,0.0009952003333333333,0.01531315129250288,-9.41500473022461,4.3648576736450195,0.3550480008125305,4399
267,289,0.01,53,14450,-49.5,50.0,,,,0.0009951836666666667,0.01468560378998518,-11.265138626098633,4.441878318786621,0.08884705603122711,4449
268,290,0.01,54,14500,-49.5,50.0,,,,0.0009951670000000001,0.0140434755012393,-10.600085258483887,4.490056037902832,0.11234037578105927,4499
269,291,0.01,54,14550,-49.5,50.0,,,,0.0009951503333333334,0.013440027832984924,-9.23544979095459,4.778782844543457,0.17387938499450684,4549
270,292,0.01,54,14600,-49.5,50.0,,,,0.0009951336666666668,0.012856882065534592,-10.941460609436035,4.2743821144104,0.11201781779527664,4599
270,293,0.01,54,14650,-49.5,50.0,,,,0.000995117,0.012316067703068256,-11.0669527053833,4.364795207977295,0.0936550572514534,4649
271,294,0.01,54,14700,-49.5,50.0,,,,0.0009951003333333334,0.011788240633904934,-11.833085060119629,4.368746280670166,0.060783501714468,4699
272,295,0.01,54,14750,-49.5,50.0,,,,0.0009950836666666667,0.011308219283819199,-9.379426956176758,4.718528747558594,0.1352018415927887,4749
273,296,0.01,54,14800,-49.5,50.0,,,,0.000995067,0.010834046639502048,-10.351181983947754,4.703532695770264,0.07655329257249832,4799
274,297,0.01,54,14850,-49.5,50.0,,,,0.0009950503333333333,0.010376624763011932,-10.865455627441406,4.761456489562988,0.19001081585884094,4849
274,298,0.01,54,14900,-49.5,50.0,,,,0.0009950336666666667,0.009924870915710926,-9.462217330932617,4.601616382598877,0.13368648290634155,4899
275,299,0.01,54,14950,-49.5,50.0,,,,0.0009950170000000002,0.009504602290689945,-10.371888160705566,4.645737171173096,0.08970142900943756,4949
,,,,15000,,,0.0,-50.0,50.0,0.0009950003333333334,0.009086769074201584,-9.571033477783203,4.803633213043213,0.08832824230194092,4999
325,300,0.01,46,15000,-49.5,50.0,,,,,,,,,
326,301,0.01,46,15050,-49.5,50.0,,,,0.0009949836666666668,0.00871580932289362,-9.122116088867188,4.565474033355713,0.24565960466861725,5049
327,302,0.01,46,15100,-49.5,50.0,,,,0.000994967,0.008366746827960014,-10.187334060668945,4.503696441650391,0.09817950427532196,5099
327,303,0.01,46,15150,-49.5,50.0,,,,0.0009949503333333335,0.008022506721317768,-10.241241455078125,4.75968599319458,0.18568095564842224,5149
328,304,0.01,46,15200,-49.5,50.0,,,,0.0009949336666666667,0.007696378510445356,-11.247122764587402,4.361522197723389,0.1497000753879547,5199
329,305,0.01,46,15250,-49.5,50.0,,,,0.0009949170000000001,0.007376836147159338,-10.972819328308105,4.754221439361572,0.09924183785915375,5249
330,306,0.01,46,15300,-49.5,50.0,,,,0.0009949003333333333,0.007082501892000437,-10.272875785827637,4.9408369064331055,0.07223258912563324,5299
331,307,0.01,46,15350,-49.5,50.0,,,,0.0009948836666666668,0.0067942203022539616,-10.09643840789795,4.899039268493652,0.2416437417268753,5349
331,308,0.01,46,15400,-49.5,50.0,,,,0.000994867,0.006517877336591482,-9.22053337097168,4.696637153625488,0.12764334678649902,5399
332,309,0.01,46,15450,-49.5,50.0,,,,0.0009948503333333334,0.006256830878555775,-9.195886611938477,4.418835163116455,0.05388028547167778,5449
333,310,0.01,46,15500,-49.5,50.0,,,,0.0009948336666666666,0.006009457167237997,-10.137688636779785,4.622029781341553,0.22325491905212402,5499
334,311,0.01,46,15550,-49.5,50.0,,,,0.000994817,0.0057749077677726746,-10.65310287475586,4.672832489013672,0.06023479253053665,5549
335,312,0.01,46,15600,-49.5,50.0,,,,0.0009948003333333333,0.005547203589230776,-8.747491836547852,4.459662914276123,0.045822300016880035,5599
335,313,0.01,46,15650,-49.5,50.0,,,,0.0009947836666666667,0.005324794910848141,-10.854496002197266,4.600115776062012,0.05940297618508339,5649
336,314,0.01,46,15700,-49.5,50.0,,,,0.000994767,0.005116158165037632,-9.762285232543945,4.802196502685547,0.3613787293434143,5699
337,315,0.01,46,15750,-49.5,50.0,,,,0.0009947503333333333,0.004923463333398104,-10.849061965942383,4.809238433837891,0.1164010614156723,5749
338,316,0.01,46,15800,-49.5,50.0,,,,0.0009947336666666666,0.004723350051790476,-9.002725601196289,4.46639347076416,0.1427219957113266,5799
339,317,0.01,46,15850,-49.5,50.0,,,,0.000994717,0.004537711851298809,-10.304475784301758,4.802961349487305,0.08420506864786148,5849
339,318,0.01,46,15900,-49.5,50.0,,,,0.0009947003333333332,0.004360459744930267,-10.344160079956055,4.38150691986084,0.08542783558368683,5899
340,319,0.01,46,15950,-49.5,50.0,,,,0.0009946836666666666,0.00418701721355319,-9.63426685333252,4.5737504959106445,0.09070711582899094,5949
341,320,0.01,46,16000,-49.5,50.0,,,,0.000994667,0.00405055982992053,-8.684556007385254,4.56097936630249,0.08126160502433777,5999
342,321,0.01,46,16050,-49.5,50.0,,,,0.0009946503333333333,0.003896020818501711,-9.247638702392578,4.659607410430908,0.1510448157787323,6049
343,322,0.01,46,16100,-49.5,50.0,,,,0.0009946336666666667,0.0037407611962407827,-8.490205764770508,4.559380054473877,0.1779625415802002,6099
343,323,0.01,46,16150,-49.5,50.0,,,,0.000994617,0.0036094877868890762,-9.058799743652344,4.858785629272461,0.2654862403869629,6149
344,324,0.01,46,16200,-49.5,50.0,,,,0.0009946003333333334,0.0034749270416796207,-9.899484634399414,4.599558353424072,0.06776098906993866,6199
345,325,0.01,47,16250,-49.5,50.0,,,,0.0009945836666666666,0.0033364209812134504,-10.26028823852539,4.681678771972656,0.11336223781108856,6249
346,326,0.01,47,16300,-49.5,50.0,,,,0.000994567,0.003200550563633442,-9.355987548828125,4.728170871734619,0.09371598809957504,6299
347,327,0.01,47,16350,-49.5,50.0,,,,0.0009945503333333332,0.003071498591452837,-10.268402099609375,4.747565269470215,0.1243332102894783,6349
348,328,0.01,47,16400,-49.5,50.0,,,,0.0009945336666666667,0.002958877943456173,-3.9432806968688965,5.090023994445801,0.10018305480480194,6399
348,329,0.01,47,16450,-49.5,50.0,,,,0.000994517,0.0028531309217214584,-9.597949981689453,4.531483173370361,0.8480530977249146,6449
349,330,0.01,47,16500,-49.5,50.0,,,,0.0009945003333333333,0.0027474297676235437,-7.649415016174316,4.719324111938477,0.08082011342048645,6499
350,331,0.01,47,16550,-49.5,50.0,,,,0.0009944836666666667,0.0026468064170330763,-5.068889617919922,4.92517614364624,0.15580439567565918,6549
351,332,0.01,47,16600,-49.5,50.0,,,,0.000994467,0.0025547302793711424,-9.850828170776367,4.735918045043945,0.08572125434875488,6599
352,333,0.01,47,16650,-49.5,50.0,,,,0.0009944503333333334,0.002451961161568761,-8.4322509765625,4.490163803100586,0.08547770977020264,6649
352,334,0.01,47,16700,-49.5,50.0,,,,0.0009944336666666666,0.00236032297834754,-10.677047729492188,4.655637741088867,0.0655616745352745,6699
353,335,0.01,47,16750,-49.5,50.0,,,,0.000994417,0.0022807258646935225,-6.557147979736328,4.930030822753906,0.11861847341060638,6749
354,336,0.01,47,16800,-49.5,50.0,,,,0.0009944003333333333,0.0022056594025343657,-8.123759269714355,4.778037071228027,0.07433106750249863,6799
355,337,0.01,47,16850,-49.5,50.0,,,,0.0009943836666666667,0.0021314844489097595,-9.171826362609863,4.628310203552246,0.060906726866960526,6849
356,338,0.01,47,16900,-49.5,50.0,,,,0.0009943670000000001,0.0020495890639722347,-6.919034004211426,4.497690200805664,0.10343437641859055,6899
356,339,0.01,47,16950,-49.5,50.0,,,,0.0009943503333333333,0.0019960403442382812,-7.872878074645996,4.541992664337158,0.05464327707886696,6949
357,340,0.01,47,17000,-49.5,50.0,,,,0.0009943336666666668,0.0019302478758618236,-7.786129951477051,4.626746654510498,0.06262282282114029,6999
358,341,0.01,47,17050,-49.5,50.0,,,,0.000994317,0.001875345129519701,-6.0533905029296875,4.740538120269775,0.09048721939325333,7049
359,342,0.01,47,17100,-49.5,50.0,,,,0.0009943003333333334,0.0018147497903555632,-8.048287391662598,4.5509419441223145,0.07738243043422699,7099
360,343,0.01,47,17150,-49.5,50.0,,,,0.0009942836666666666,0.001760086277499795,-5.977075099945068,4.356424331665039,0.11392880976200104,7149
360,344,0.01,47,17200,-49.5,50.0,,,,0.000994267,0.001704768161289394,-8.813732147216797,4.6084771156311035,0.053456272929906845,7199
361,345,0.01,47,17250,-49.5,50.0,,,,0.0009942503333333333,0.0016528978012502193,-5.995449066162109,4.516061305999756,0.042371269315481186,7249
362,346,0.01,47,17300,-49.5,50.0,,,,0.0009942336666666667,0.0016006079968065023,-6.373106956481934,4.823235034942627,0.12618646025657654,7299
363,347,0.01,47,17350,-49.5,50.0,,,,0.000994217,0.0015575799625366926,-9.800765991210938,4.563924789428711,0.035169802606105804,7349
364,348,0.01,47,17400,-49.5,50.0,,,,0.0009942003333333334,0.001499264850281179,-6.722281455993652,4.641889572143555,0.058691754937171936,7399
364,349,0.01,47,17450,-49.5,50.0,,,,0.0009941836666666668,0.0014531532069668174,-5.826756000518799,4.704678058624268,0.12272986024618149,7449
365,350,0.01,47,17500,-49.5,50.0,,,,0.000994167,0.0014114697696641088,-8.602365493774414,4.690667152404785,0.07906444370746613,7499
366,351,0.01,47,17550,-49.5,50.0,,,,0.0009941503333333334,0.001363249379210174,-8.318266868591309,4.36970853805542,0.09665452688932419,7549
367,352,0.01,47,17600,-49.5,50.0,,,,0.0009941336666666667,0.001318355672992766,-5.858781814575195,4.633142471313477,0.1209198385477066,7599
368,353,0.01,47,17650,-49.5,50.0,,,,0.000994117,0.0012770661851391196,-6.879059791564941,4.544277191162109,0.07349255681037903,7649
368,354,0.01,47,17700,-49.5,50.0,,,,0.0009941003333333333,0.001241171034052968,-4.704438209533691,4.828390598297119,0.050698891282081604,7699
369,355,0.01,48,17750,-49.5,50.0,,,,0.0009940836666666667,0.001208753790706396,-5.650831699371338,4.745645999908447,0.09664852917194366,7749
370,356,0.0,48,17800,-50.0,50.0,,,,0.000994067,0.001181335304863751,-6.346129894256592,4.632055282592773,0.07610951364040375,7799
371,357,0.0,48,17850,-50.0,50.0,,,,0.0009940503333333334,0.0011535582598298788,-5.334839820861816,4.477652072906494,0.05268136039376259,7849
372,358,0.0,48,17900,-50.0,50.0,,,,0.0009940336666666668,0.0011276869336143136,-8.003633499145508,4.455910682678223,0.13634629547595978,7899
372,359,0.0,48,17950,-50.0,50.0,,,,0.000994017,0.0010969849536195397,-5.04646110534668,4.560730934143066,0.1073913648724556,7949
373,360,0.0,48,18000,-50.0,50.0,,,,0.0009940003333333335,0.001061596442013979,-6.415583610534668,4.5339131355285645,0.03761338070034981,7999
374,361,0.0,48,18050,-50.0,50.0,,,,0.0009939836666666667,0.0010301804868504405,-6.663451194763184,4.246962547302246,0.09449657797813416,8049
375,362,0.0,48,18100,-50.0,50.0,,,,0.0009939670000000001,0.0010114763863384724,1.3421778678894043,4.706209182739258,0.059893347322940826,8099
376,363,0.0,48,18150,-50.0,50.0,,,,0.0009939503333333333,0.0010144067928195,1.4917594194412231,4.649073600769043,0.2621706426143646,8149
376,364,0.0,48,18200,-50.0,50.0,,,,0.0009939336666666668,0.00101192994043231,7.888769149780273,4.492430686950684,0.062351059168577194,8199
377,365,0.0,48,18250,-50.0,50.0,,,,0.000993917,0.0010142428800463676,-3.3960533142089844,4.616771221160889,0.06739096343517303,8249
378,366,0.0,48,18300,-50.0,50.0,,,,0.0009939003333333334,0.0009822535794228315,-3.9187800884246826,4.360395431518555,0.03561753034591675,8299
379,367,0.0,48,18350,-50.0,50.0,,,,0.0009938836666666668,0.000968777050729841,-1.7731735706329346,4.5091729164123535,0.07763393968343735,8349
380,368,0.0,48,18400,-50.0,50.0,,,,0.000993867,0.000960108358412981,0.3167436122894287,4.5489583015441895,0.09341408312320709,8399
380,369,0.0,48,18450,-50.0,50.0,,,,0.0009938503333333333,0.0009444785537198186,-0.7510969042778015,4.632664203643799,0.06371710449457169,8449
381,370,0.0,48,18500,-50.0,50.0,,,,0.0009938336666666667,0.0009346334845758975,-3.64298939704895,4.653712272644043,0.05123645439743996,8499
382,371,0.0,48,18550,-50.0,50.0,,,,0.000993817,0.0009196112514473498,0.5261770486831665,4.615295886993408,0.06542735546827316,8549
383,372,0.0,48,18600,-50.0,50.0,,,,0.0009938003333333334,0.0009046510676853359,-6.037228584289551,4.586675643920898,0.04110437631607056,8599
384,373,0.0,48,18650,-50.0,50.0,,,,0.0009937836666666666,0.0008743937942199409,-4.711633205413818,4.78809928894043,0.04882088303565979,8649
384,374,0.0,48,18700,-50.0,50.0,,,,0.000993767,0.0008514460641890764,-2.542327404022217,4.784621238708496,0.07053443044424057,8699
385,375,0.0,48,18750,-50.0,50.0,,,,0.0009937503333333332,0.0008321511559188366,-1.6903893947601318,4.7693376541137695,0.11955542117357254,8749
386,376,0.0,48,18800,-50.0,50.0,,,,0.0009937336666666666,0.0008271427941508591,-4.116444110870361,4.685073375701904,0.049291521310806274,8799
387,377,0.0,48,18850,-50.0,50.0,,,,0.000993717,0.000847183633595705,1.1523338556289673,4.627945423126221,0.07078322768211365,8849
388,378,0.0,48,18900,-50.0,50.0,,,,0.0009937003333333333,0.0008391854935325682,-6.3402862548828125,4.413225173950195,0.08871766179800034,8899
388,379,0.0,48,18950,-50.0,50.0,,,,0.0009936836666666667,0.0008103171130642295,-6.302299976348877,4.391711711883545,0.06222769618034363,8949
389,380,0.0,48,19000,-50.0,50.0,,,,0.000993667,0.0007851642440073192,-2.8980166912078857,4.6109232902526855,0.06246611475944519,8999
390,381,0.0,48,19050,-50.0,50.0,,,,0.0009936503333333334,0.0007773982360959053,12.637109756469727,4.545838356018066,0.12298358976840973,9049
391,382,0.0,48,19100,-50.0,50.0,,,,0.0009936336666666666,0.0008192862151190639,2.2153308391571045,4.590181827545166,0.05254374444484711,9099
392,383,0.0,48,19150,-50.0,50.0,,,,0.000993617,0.000833830505143851,1.0293915271759033,4.8348188400268555,0.16928669810295105,9149
393,384,0.0,48,19200,-50.0,50.0,,,,0.0009936003333333332,0.0008392650634050369,-0.779015302658081,4.621629238128662,0.11200150847434998,9199
393,385,0.0,48,19250,-50.0,50.0,,,,0.0009935836666666667,0.0008451787289232016,1.6743066310882568,4.699357986450195,0.08273415267467499,9249
394,386,0.0,48,19300,-50.0,50.0,,,,0.000993567,0.0008495853981003165,-3.4596476554870605,4.436333656311035,0.031809039413928986,9299
395,387,0.0,48,19350,-50.0,50.0,,,,0.0009935503333333333,0.0008319515618495643,-2.731733798980713,4.4899396896362305,0.12107322365045547,9349
396,388,0.0,48,19400,-50.0,50.0,,,,0.0009935336666666668,0.0008212242391891778,0.19801032543182373,4.667881965637207,0.1360587775707245,9399
397,389,0.0,48,19450,-50.0,50.0,,,,0.000993517,0.0008456604555249214,-1.2307929992675781,4.63360595703125,0.042292024940252304,9449
397,390,0.0,49,19500,-50.0,50.0,,,,0.0009935003333333334,0.0008332911529578269,2.010438919067383,4.588483810424805,0.03278052806854248,9499
398,391,0.0,49,19550,-50.0,50.0,,,,0.0009934836666666666,0.0008415095508098602,0.9569345712661743,4.678719997406006,0.051471345126628876,9549
399,392,0.0,49,19600,-50.0,50.0,,,,0.000993467,0.0008414654294028878,0.9928905367851257,4.569787979125977,0.05420240759849548,9599
400,393,0.0,49,19650,-50.0,50.0,,,,0.0009934503333333333,0.0008336193859577179,8.387895584106445,4.626519203186035,0.2153318077325821,9649
401,394,0.0,49,19700,-50.0,50.0,,,,0.0009934336666666667,0.0008470285101793706,0.4154931604862213,4.389238357543945,0.058513496071100235,9699
401,395,0.0,49,19750,-50.0,50.0,,,,0.000993417,0.0008707323577255011,-2.9868388175964355,4.408100605010986,0.29111072421073914,9749
402,396,0.0,49,19800,-50.0,50.0,,,,0.0009934003333333333,0.0008724621147848666,10.067164421081543,4.698598384857178,0.14647334814071655,9799
403,397,0.0,49,19850,-50.0,50.0,,,,0.0009933836666666668,0.0009392634383402765,-2.349726438522339,4.547215461730957,0.05441676825284958,9849
404,398,0.0,49,19900,-50.0,50.0,,,,0.000993367,0.0009479025611653924,1.1840229034423828,4.773938179016113,0.05504380166530609,9899
405,399,0.0,49,19950,-50.0,50.0,,,,0.0009933503333333334,0.0009722289396449924,3.919135570526123,4.658990859985352,0.1294575333595276,9949
,,,,20000,,,0.0,-50.0,50.0,0.0009933336666666666,0.0009728976292535663,-2.032203435897827,4.6270904541015625,0.05706051364541054,9999
455,400,0.0,43,20000,-50.0,50.0,,,,,,,,,
456,401,0.0,43,20050,-50.0,50.0,,,,0.000993317,0.0009700006921775639,-1.513716459274292,4.590061664581299,0.06628017127513885,10049
456,402,0.0,43,20100,-50.0,50.0,,,,0.0009933003333333333,0.0009556851582601666,-0.3787253499031067,4.624429702758789,0.06700485199689865,10099
457,403,0.0,44,20150,-50.0,50.0,,,,0.0009932836666666667,0.0009863510495051742,4.583857536315918,4.668663501739502,0.061611052602529526,10149
458,404,0.0,44,20200,-50.0,50.0,,,,0.000993267,0.0010549052385613322,10.862342834472656,4.773740768432617,0.06554153561592102,10199
459,405,0.0,44,20250,-50.0,50.0,,,,0.0009932503333333334,0.001080139889381826,-2.9299983978271484,4.610213279724121,0.05453352630138397,10249
460,406,0.0,44,20300,-50.0,50.0,,,,0.0009932336666666668,0.0010615007486194372,1.48628568649292,4.374459743499756,0.05249880254268646,10299
461,407,0.0,44,20350,-50.0,50.0,,,,0.000993217,0.001057140063494444,-1.9478554725646973,4.7729034423828125,0.0885353535413742,10349
461,408,0.0,44,20400,-50.0,50.0,,,,0.0009932003333333334,0.0010189497843384743,3.520474672317505,4.807657241821289,0.07777159661054611,10399
462,409,0.0,44,20450,-50.0,50.0,,,,0.0009931836666666667,0.0010971005540341139,9.726682662963867,4.684750080108643,0.04018372297286987,10449
463,410,0.0,44,20500,-50.0,50.0,,,,0.000993167,0.00110807444434613,-4.54668664932251,4.709361553192139,0.052750058472156525,10499
464,411,0.0,44,20550,-50.0,50.0,,,,0.0009931503333333333,0.0010627860901877284,-4.246750831604004,4.446315288543701,0.028679294511675835,10549
465,412,0.0,44,20600,-50.0,50.0,,,,0.0009931336666666667,0.001043363707140088,-5.37960147857666,4.522371768951416,0.10848751664161682,10599
465,413,0.0,44,20650,-50.0,50.0,,,,0.000993117,0.001020279130898416,-0.05298665165901184,4.465060710906982,0.0639415979385376,10649
466,414,0.0,44,20700,-50.0,50.0,,,,0.0009931003333333334,0.000993228517472744,1.049892544746399,4.524357318878174,0.08483019471168518,10699
467,415,0.0,44,20750,-50.0,50.0,,,,0.0009930836666666668,0.0009887171909213066,0.8120160698890686,4.521489143371582,0.17399415373802185,10749
468,416,0.0,44,20800,-50.0,50.0,,,,0.000993067,0.0010268337791785598,4.055700778961182,4.470726490020752,0.08483494073152542,10799
469,417,0.0,44,20850,-50.0,50.0,,,,0.0009930503333333335,0.0010386273497715592,0.7439014315605164,4.693915843963623,0.06812922656536102,10849
469,418,0.0,44,20900,-50.0,50.0,,,,0.0009930336666666667,0.0010291970102116466,-1.9463615417480469,4.278862476348877,0.02460417151451111,10899
470,419,0.0,44,20950,-50.0,50.0,,,,0.0009930170000000001,0.0010168326552957296,-6.645453453063965,4.408681392669678,0.03703425079584122,10949
471,420,0.0,44,21000,-50.0,50.0,,,,0.0009930003333333333,0.0009771982440724969,-2.5744214057922363,4.517240047454834,0.05174238979816437,10999
472,421,0.0,44,21050,-50.0,50.0,,,,0.0009929836666666668,0.0009647788829170167,-2.9399752616882324,4.577489852905273,0.1184559166431427,11049
473,422,0.0,44,21100,-50.0,50.0,,,,0.000992967,0.0009245872497558594,-4.894060134887695,4.6569600105285645,0.04517211392521858,11099
473,423,0.0,44,21150,-50.0,50.0,,,,0.0009929503333333334,0.0009156666928902268,-0.9349302053451538,4.415189266204834,0.02481088787317276,11149
474,424,0.0,44,21200,-50.0,50.0,,,,0.0009929336666666666,0.0009364339639432728,5.144835472106934,4.441763877868652,0.05640187859535217,11199
475,425,0.0,44,21250,-50.0,50.0,,,,0.000992917,0.0009453824022784829,-5.8336639404296875,4.604822158813477,0.05223846435546875,11249
476,426,0.0,44,21300,-50.0,50.0,,,,0.0009929003333333335,0.0008980395505204797,0.6412162780761719,4.575591564178467,0.12463758885860443,11299
477,427,0.0,44,21350,-50.0,50.0,,,,0.0009928836666666667,0.0008955144439823925,-1.7030177116394043,4.5100202560424805,0.10524943470954895,11349
477,428,0.0,44,21400,-50.0,50.0,,,,0.0009928670000000001,0.0008820398943498731,-2.1448140144348145,4.493330001831055,0.09175077080726624,11399
478,429,0.0,44,21450,-50.0,50.0,,,,0.0009928503333333334,0.0008557671098969877,6.436697006225586,4.815284252166748,0.05002952367067337,11449
479,430,0.0,44,21500,-50.0,50.0,,,,0.0009928336666666666,0.0008884790004231036,3.719594955444336,4.60869836807251,0.0550273135304451,11499
480,431,0.0,44,21550,-50.0,50.0,,,,0.000992817,0.0009301541722379625,-1.6502639055252075,4.536270618438721,0.035946622490882874,11549
481,432,0.0,44,21600,-50.0,50.0,,,,0.0009928003333333332,0.0009345318539999425,-3.4783506393432617,4.4002580642700195,0.06858634203672409,11599
