time/time_elapsed,time/episodes,rollout/success_rate,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,eval/success_rate,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/actor_loss,train/critic_loss,train/n_updates
481,433,0.0,44,21650,-50.0,50.0,,,,0.0009927836666666667,0.0008987737819552422,-3.3839237689971924,4.6301188468933105,0.103683702647686,11649
482,434,0.0,44,21700,-50.0,50.0,,,,0.0009927669999999999,0.0008695818250998855,-1.3624324798583984,4.758711814880371,0.06449958682060242,11699
483,435,0.0,44,21750,-50.0,50.0,,,,0.0009927503333333333,0.000860354513861239,-2.131722927093506,4.552248477935791,0.07399336993694305,11749
484,436,0.0,45,21800,-50.0,50.0,,,,0.0009927336666666667,0.0008481399272568524,4.947785377502441,4.639659404754639,0.040064744651317596,11799
485,437,0.0,45,21850,-50.0,50.0,,,,0.000992717,0.0008875191560946405,4.168051242828369,4.4573564529418945,0.0576571449637413,11849
485,438,0.0,45,21900,-50.0,50.0,,,,0.0009927003333333334,0.0009101387113332748,0.11069393157958984,4.517361640930176,0.0714530348777771,11899
486,439,0.0,45,21950,-50.0,50.0,,,,0.0009926836666666666,0.0009685253608040512,14.870487213134766,4.414449214935303,0.26172012090682983,11949
487,440,0.0,45,22000,-50.0,50.0,,,,0.000992667,0.0011184967588633299,14.094574928283691,4.7216291427612305,0.05803625285625458,11999
488,441,0.0,45,22050,-50.0,50.0,,,,0.0009926503333333332,0.0011840354418382049,-4.562847137451172,4.698890209197998,0.09675219655036926,12049
489,442,0.0,45,22100,-50.0,50.0,,,,0.0009926336666666667,0.0011451318860054016,-1.2012803554534912,4.773234844207764,0.11394798755645752,12099
490,443,0.0,45,22150,-50.0,50.0,,,,0.000992617,0.0011132205836474895,-6.566133499145508,4.524683475494385,0.04697979986667633,12149
490,444,0.0,45,22200,-50.0,50.0,,,,0.0009926003333333333,0.0010739165591076016,-4.891700744628906,4.380857944488525,0.11504743248224258,12199
491,445,0.0,45,22250,-50.0,50.0,,,,0.0009925836666666668,0.001038553542457521,-1.4125070571899414,4.806580543518066,0.11755601316690445,12249
492,446,0.0,45,22300,-50.0,50.0,,,,0.000992567,0.0010261137504130602,-2.0412020683288574,4.355352878570557,0.03766201436519623,12299
493,447,0.0,45,22350,-50.0,50.0,,,,0.0009925503333333334,0.0010175034403800964,1.7399612665176392,4.670982837677002,0.07344536483287811,12349
494,448,0.0,45,22400,-50.0,50.0,,,,0.0009925336666666666,0.0010148350847885013,-0.704859733581543,4.291221618652344,0.04173500835895538,12399
494,449,0.0,45,22450,-50.0,50.0,,,,0.000992517,0.0010168306762352586,4.12739372253418,4.578569412231445,0.08905813097953796,12449
495,450,0.0,45,22500,-50.0,50.0,,,,0.0009925003333333333,0.0010184120619669557,0.060291945934295654,4.431868553161621,0.06834299862384796,12499
496,451,0.0,45,22550,-50.0,50.0,,,,0.0009924836666666667,0.0009984270436689258,-4.621738910675049,4.699234485626221,0.14438962936401367,12549
497,452,0.0,45,22600,-50.0,50.0,,,,0.000992467,0.0009612655267119408,-2.864032030105591,4.689345836639404,0.058631040155887604,12599
498,453,0.0,45,22650,-50.0,50.0,,,,0.0009924503333333333,0.0009513497934676707,-1.044144868850708,4.3244404792785645,0.05843696370720863,12649
498,454,0.0,45,22700,-50.0,50.0,,,,0.0009924336666666668,0.0009561021579429507,-1.8334568738937378,4.580729007720947,0.024584490805864334,12699
499,455,0.0,45,22750,-50.0,50.0,,,,0.000992417,0.0009502354077994823,-0.9150550365447998,4.554405689239502,0.08679652959108353,12749
500,456,0.0,45,22800,-50.0,50.0,,,,0.0009924003333333334,0.0009393722284585238,-0.5130041837692261,4.70697021484375,0.09408874064683914,12799
501,457,0.0,45,22850,-50.0,50.0,,,,0.0009923836666666666,0.0009240513318218291,-3.687973737716675,4.46717643737793,0.09199167042970657,12849
502,458,0.0,45,22900,-50.0,50.0,,,,0.000992367,0.0009478789870627224,22.57567024230957,4.43949031829834,0.06586959958076477,12899
503,459,0.0,45,22950,-50.0,50.0,,,,0.0009923503333333333,0.0010152492905035615,1.0272034406661987,4.573493480682373,0.04428613558411598,12949
503,460,0.0,45,23000,-50.0,50.0,,,,0.0009923336666666667,0.001029101898893714,2.152750015258789,4.456890106201172,0.03934815526008606,12999
504,461,0.0,45,23050,-50.0,50.0,,,,0.000992317,0.0010377001017332077,1.0848534107208252,4.366296768188477,0.05583514645695686,13049
505,462,0.0,45,23100,-50.0,50.0,,,,0.0009923003333333334,0.0010475103044882417,-3.2192516326904297,4.3521270751953125,0.03338749706745148,13099
506,463,0.0,45,23150,-50.0,50.0,,,,0.0009922836666666668,0.0010381410829722881,1.4959980249404907,4.830885410308838,0.06644739210605621,13149
507,464,0.0,45,23200,-50.0,50.0,,,,0.000992267,0.001036082860082388,-0.13920187950134277,4.6608476638793945,0.05027852952480316,13199
507,465,0.0,45,23250,-50.0,50.0,,,,0.0009922503333333335,0.0010368636576458812,1.2727508544921875,4.543985366821289,0.03204138204455376,13249
508,466,0.0,45,23300,-50.0,50.0,,,,0.0009922336666666667,0.0010442635975778103,0.6480892896652222,4.460244655609131,0.02478841505944729,13299
509,467,0.0,45,23350,-50.0,50.0,,,,0.000992217,0.0010688273468986154,1.8636027574539185,4.678381443023682,0.15650677680969238,13349
510,468,0.0,45,23400,-50.0,50.0,,,,0.0009922003333333333,0.00107983045745641,2.7933897972106934,4.628559589385986,0.0649520605802536,13399
511,469,0.0,45,23450,-50.0,50.0,,,,0.0009921836666666667,0.0010843107011169195,-0.19555890560150146,4.351195812225342,0.03523791581392288,13449
512,470,0.0,45,23500,-50.0,50.0,,,,0.000992167,0.0010903030633926392,0.4403790235519409,4.511064529418945,0.05996210128068924,13499
512,471,0.0,45,23550,-50.0,50.0,,,,0.0009921503333333334,0.0010767655912786722,-4.728503704071045,4.4756999015808105,0.0283781997859478,13549
513,472,0.0,45,23600,-50.0,50.0,,,,0.0009921336666666666,0.0010493519948795438,-3.0497324466705322,4.497074127197266,0.03542238473892212,13599
514,473,0.0,45,23650,-50.0,50.0,,,,0.000992117,0.0010577546199783683,1.8325655460357666,4.480404376983643,0.17321664094924927,13649
515,474,0.0,45,23700,-50.0,50.0,,,,0.0009921003333333335,0.001104084076359868,5.242434501647949,4.293283939361572,0.06473816931247711,13699
516,475,0.0,46,23750,-50.0,50.0,,,,0.0009920836666666667,0.0011091296328231692,-5.455681800842285,4.392126560211182,0.029841044917702675,13749
516,476,0.0,46,23800,-50.0,50.0,,,,0.0009920670000000001,0.0010704267770051956,-1.0873090028762817,4.586343765258789,0.08016461879014969,13799
517,477,0.0,46,23850,-50.0,50.0,,,,0.0009920503333333333,0.0010681720450520515,-0.7429168224334717,4.391225814819336,0.04689003527164459,13849
518,478,0.0,46,23900,-50.0,50.0,,,,0.0009920336666666668,0.0010540364310145378,0.03719472885131836,4.558700084686279,0.060155633836984634,13899
519,479,0.0,46,23950,-50.0,50.0,,,,0.000992017,0.001037244452163577,-1.1322972774505615,4.386805534362793,0.045342233031988144,13949
520,480,0.0,46,24000,-50.0,50.0,,,,0.0009920003333333334,0.0010027703829109669,-3.7185897827148438,4.364896774291992,0.07476934790611267,13999
520,481,0.0,46,24050,-50.0,50.0,,,,0.0009919836666666666,0.0009797224774956703,-1.4897310733795166,4.3444671630859375,0.17350861430168152,14049
521,482,0.0,46,24100,-50.0,50.0,,,,0.000991967,0.0009890968212857842,3.420095920562744,4.554942607879639,0.04397859051823616,14099
522,483,0.0,46,24150,-50.0,50.0,,,,0.0009919503333333335,0.0010169291635975242,-5.284882545471191,4.342580795288086,0.017995068803429604,14149
523,484,0.0,46,24200,-50.0,50.0,,,,0.0009919336666666667,0.0009697708301246166,-2.3104310035705566,4.478291988372803,0.05669919028878212,14199
524,485,0.0,46,24250,-50.0,50.0,,,,0.0009919170000000001,0.0009705295087769628,-0.6342394351959229,4.318732261657715,0.048126887530088425,14249
524,486,0.0,46,24300,-50.0,50.0,,,,0.0009919003333333334,0.0009438609122298658,-0.36638393998146057,4.429454326629639,0.0734742134809494,14299
525,487,0.0,46,24350,-50.0,50.0,,,,0.0009918836666666668,0.0009586586966179311,0.4749336242675781,4.305130958557129,0.03965604305267334,14349
526,488,0.0,46,24400,-50.0,50.0,,,,0.000991867,0.0009653227753005922,0.2357558012008667,4.562230110168457,0.05663013458251953,14399
527,489,0.0,46,24450,-50.0,50.0,,,,0.0009918503333333332,0.0009654448367655277,1.7254183292388916,4.507716178894043,0.06127874553203583,14449
528,490,0.0,46,24500,-50.0,50.0,,,,0.0009918336666666667,0.0010082540102303028,2.279329776763916,4.319766998291016,0.07299279421567917,14499
529,491,0.0,46,24550,-50.0,50.0,,,,0.0009918169999999999,0.001047374913468957,0.40409839153289795,4.259249210357666,0.030242590233683586,14549
529,492,0.0,46,24600,-50.0,50.0,,,,0.0009918003333333333,0.0010566008277237415,-1.0712339878082275,4.38820743560791,0.051261842250823975,14599
530,493,0.0,46,24650,-50.0,50.0,,,,0.0009917836666666667,0.001045975019223988,1.617587685585022,4.441826343536377,0.22284993529319763,14649
531,494,0.0,46,24700,-50.0,50.0,,,,0.000991767,0.00109472859185189,4.022315979003906,4.523947715759277,0.036372147500514984,14699
532,495,0.0,46,24750,-50.0,50.0,,,,0.0009917503333333334,0.001123586785979569,-0.756192684173584,4.477853775024414,0.1643916368484497,14749
533,496,0.0,46,24800,-50.0,50.0,,,,0.0009917336666666666,0.0011192276142537594,10.796510696411133,4.500800609588623,0.10399489104747772,14799
533,497,0.0,46,24850,-50.0,50.0,,,,0.000991717,0.0012672602897509933,-1.0115991830825806,4.553667068481445,0.06170449033379555,14849
534,498,0.0,46,24900,-50.0,50.0,,,,0.0009917003333333332,0.0012584481155499816,-3.8936452865600586,4.519853591918945,0.042401157319545746,14899
535,499,0.0,46,24950,-50.0,50.0,,,,0.0009916836666666667,0.0011962618445977569,-3.8253819942474365,4.522324562072754,0.03693309798836708,14949
,,,,25000,,,0.0,-49.99,50.0,0.000991667,0.001165259163826704,-1.0194445848464966,4.469847679138184,0.047931745648384094,14999
585,500,0.0,42,25000,-50.0,50.0,,,,,,,,,
586,501,0.0,42,25050,-50.0,50.0,,,,0.0009916503333333333,0.0011461458634585142,-6.35197114944458,4.413571834564209,0.06713983416557312,15049
586,502,0.0,42,25100,-50.0,50.0,,,,0.0009916336666666668,0.001112092169933021,-6.049360275268555,4.47076940536499,0.06884987652301788,15099
587,503,0.0,42,25150,-50.0,50.0,,,,0.000991617,0.0010609097080305219,-2.902324676513672,4.388768196105957,0.0378316268324852,15149
588,504,0.0,42,25200,-50.0,50.0,,,,0.0009916003333333334,0.0010424958309158683,0.5177944898605347,4.501027584075928,0.08454394340515137,15199
589,505,0.0,42,25250,-50.0,50.0,,,,0.0009915836666666666,0.0010257542598992586,-0.8955126404762268,4.486737251281738,0.04141867160797119,15249
590,506,0.0,42,25300,-50.0,50.0,,,,0.000991567,0.0010352007811889052,-4.2109785079956055,4.682794570922852,0.10809222608804703,15299
591,507,0.0,42,25350,-50.0,50.0,,,,0.0009915503333333333,0.0009945587953552604,1.003552794456482,4.384610176086426,0.10414374619722366,15349
591,508,0.0,42,25400,-50.0,50.0,,,,0.0009915336666666667,0.0009936528513208032,-1.278552532196045,4.35801362991333,0.08189861476421356,15399
592,509,0.0,42,25450,-50.0,50.0,,,,0.000991517,0.0009944901103153825,-1.7386102676391602,4.615281581878662,0.06032553315162659,15449
593,510,0.0,42,25500,-50.0,50.0,,,,0.0009915003333333334,0.000950322428252548,-4.333463191986084,4.450981616973877,0.03096809796988964,15499
594,511,0.0,42,25550,-50.0,50.0,,,,0.0009914836666666666,0.0009121337789110839,-2.9950482845306396,4.498164653778076,0.0366559773683548,15549
595,512,0.0,43,25600,-50.0,50.0,,,,0.000991467,0.0008932009222917259,-1.3507070541381836,4.2818169593811035,0.06512028723955154,15599
595,513,0.0,43,25650,-50.0,50.0,,,,0.0009914503333333334,0.0008725981460884213,-2.1254429817199707,4.630105018615723,0.032080650329589844,15649
596,514,0.0,43,25700,-50.0,50.0,,,,0.0009914336666666666,0.0008529487531632185,-0.15786311030387878,4.367896556854248,0.04779704660177231,15699
597,515,0.0,43,25750,-50.0,50.0,,,,0.000991417,0.0008486557635478675,3.040501832962036,4.571804046630859,0.06272049993276596,15749
598,516,0.0,43,25800,-50.0,50.0,,,,0.0009914003333333333,0.0008691008551977575,-1.1176718473434448,4.399375915527344,0.04256514832377434,15799
599,517,0.0,43,25850,-50.0,50.0,,,,0.0009913836666666667,0.0008639669977128506,-2.8746719360351562,4.455090045928955,0.036535464227199554,15849
599,518,0.0,43,25900,-50.0,50.0,,,,0.000991367,0.0008302273345179856,-4.96450662612915,4.5307135581970215,0.05971604585647583,15899
600,519,0.0,43,25950,-50.0,50.0,,,,0.0009913503333333334,0.0008163073216564953,-1.2607808113098145,4.548760890960693,0.08252030611038208,15949
601,520,0.0,43,26000,-50.0,50.0,,,,0.0009913336666666666,0.0008005967829376459,-1.171665072441101,4.408585548400879,0.12351401150226593,15999
602,521,0.0,43,26050,-50.0,50.0,,,,0.000991317,0.0008154973038472235,0.054499924182891846,4.444746494293213,0.056222058832645416,16049
603,522,0.0,43,26100,-50.0,50.0,,,,0.0009913003333333335,0.0008311803685501218,0.32112348079681396,4.5251688957214355,0.03390158712863922,16099
603,523,0.0,43,26150,-50.0,50.0,,,,0.0009912836666666667,0.0008097083773463964,-6.805366516113281,4.344948768615723,0.07153230905532837,16149
604,524,0.0,43,26200,-50.0,50.0,,,,0.000991267,0.0007523073581978679,-5.322061061859131,4.37850284576416,0.03627824783325195,16199
605,525,0.0,43,26250,-50.0,50.0,,,,0.0009912503333333333,0.0007322710007429123,3.065951108932495,4.411035537719727,0.12263172119855881,16249
606,526,0.0,43,26300,-50.0,50.0,,,,0.0009912336666666668,0.0007712263613939285,-3.193784475326538,4.447767734527588,0.032329149544239044,16299
607,527,0.0,43,26350,-50.0,50.0,,,,0.000991217,0.000745879951864481,0.9021346569061279,4.579727649688721,0.06861694157123566,16349
607,528,0.0,43,26400,-50.0,50.0,,,,0.0009912003333333334,0.0007577093783766031,3.5863285064697266,4.492361068725586,0.03871801495552063,16399
608,529,0.0,43,26450,-50.0,50.0,,,,0.0009911836666666666,0.0008006941061466932,4.7549052238464355,4.533847332000732,0.061647720634937286,16449
609,530,0.0,43,26500,-50.0,50.0,,,,0.000991167,0.0008406962151639163,4.336411476135254,4.446017742156982,0.07074814289808273,16499
610,531,0.0,43,26550,-50.0,50.0,,,,0.0009911503333333335,0.0008928721654228866,-1.921190619468689,4.525055885314941,0.06575168669223785,16549
611,532,0.0,43,26600,-50.0,50.0,,,,0.0009911336666666667,0.000881417712662369,0.21887502074241638,4.750089168548584,0.12139081954956055,16599
611,533,0.0,43,26650,-50.0,50.0,,,,0.0009911170000000001,0.0008572124061174691,5.1161322593688965,4.4037885665893555,0.08764765411615372,16649
612,534,0.0,43,26700,-50.0,50.0,,,,0.0009911003333333333,0.0009045950137078762,1.1089246273040771,4.5866193771362305,0.06397578865289688,16699
613,535,0.0,43,26750,-50.0,50.0,,,,0.0009910836666666668,0.0009456799598410726,4.6218671798706055,4.637417793273926,0.10848936438560486,16749
614,536,0.0,43,26800,-50.0,50.0,,,,0.000991067,0.0009737808723002672,-0.27472198009490967,4.6508965492248535,0.11720144003629684,16799
615,537,0.0,43,26850,-50.0,50.0,,,,0.0009910503333333334,0.0009714183979667723,-1.2244153022766113,4.573750972747803,0.09236855059862137,16849
615,538,0.0,43,26900,-50.0,50.0,,,,0.0009910336666666666,0.0009634612943045795,0.88624107837677,4.550753593444824,0.06893578171730042,16899
616,539,0.0,43,26950,-50.0,50.0,,,,0.000991017,0.0009582610218785703,2.451827049255371,4.749884128570557,0.07836849987506866,16949
617,540,0.0,43,27000,-50.0,50.0,,,,0.0009910003333333333,0.0009787894086912274,-1.7608476877212524,4.631730079650879,0.04293287917971611,16999
618,541,0.0,43,27050,-50.0,50.0,,,,0.0009909836666666667,0.0009577010059729218,-1.545203447341919,4.732766628265381,0.07690178602933884,17049
619,542,0.0,43,27100,-50.0,50.0,,,,0.0009909670000000001,0.0009206590475514531,-3.7654507160186768,4.702986240386963,0.06537307798862457,17099
620,543,0.0,43,27150,-50.0,50.0,,,,0.0009909503333333334,0.0008799760253168643,-3.824484348297119,4.4322919845581055,0.04940347746014595,17149
620,544,0.0,43,27200,-50.0,50.0,,,,0.0009909336666666668,0.0008470882894471288,0.6831018924713135,4.5120978355407715,0.05401740223169327,17199
621,545,0.0,43,27250,-50.0,50.0,,,,0.000990917,0.0008525596931576729,3.3535118103027344,4.5161614418029785,0.06334544718265533,17249
622,546,0.0,43,27300,-50.0,50.0,,,,0.0009909003333333334,0.0009272177703678608,5.088476181030273,4.215800762176514,0.049478769302368164,17299
623,547,0.0,43,27350,-50.0,50.0,,,,0.0009908836666666667,0.0009602539357729256,-2.3598244190216064,4.580850124359131,0.06111210584640503,17349
624,548,0.0,43,27400,-50.0,50.0,,,,0.000990867,0.0009430614300072193,-1.1292202472686768,4.582316875457764,0.11996150016784668,17399
624,549,0.0,43,27450,-50.0,50.0,,,,0.0009908503333333333,0.000906139612197876,-3.123764991760254,4.4422760009765625,0.03920421376824379,17449
625,550,0.0,43,27500,-50.0,50.0,,,,0.0009908336666666667,0.0008778448682278395,-2.204339027404785,4.482848644256592,0.03211676701903343,17499
626,551,0.0,43,27550,-50.0,50.0,,,,0.000990817,0.0008451335015706718,-1.3856849670410156,4.534233093261719,0.041084058582782745,17549
627,552,0.0,43,27600,-50.0,50.0,,,,0.0009908003333333334,0.0008186749764718115,-5.331419467926025,4.399190902709961,0.1365719437599182,17599
628,553,0.0,44,27650,-50.0,50.0,,,,0.0009907836666666666,0.000783394614700228,-1.7119858264923096,4.296371936798096,0.02785331755876541,17649
628,554,0.0,44,27700,-50.0,50.0,,,,0.000990767,0.0007623507408425212,-0.21291017532348633,4.661559581756592,0.030361898243427277,17699
629,555,0.0,44,27750,-50.0,50.0,,,,0.0009907503333333333,0.0007402935880236328,-1.8550443649291992,4.413480758666992,0.055006932467222214,17749
630,556,0.0,44,27800,-50.0,50.0,,,,0.0009907336666666667,0.0007365050842054188,-2.726680278778076,4.511166572570801,0.04671287536621094,17799
631,557,0.0,44,27850,-50.0,50.0,,,,0.000990717,0.0007218951359391212,-1.1136585474014282,4.585428237915039,0.03781057149171829,17849
632,558,0.0,44,27900,-50.0,50.0,,,,0.0009907003333333333,0.0007165304850786924,-4.264361381530762,4.547178268432617,0.04892856627702713,17899
633,559,0.0,44,27950,-50.0,50.0,,,,0.0009906836666666665,0.0006929998053237796,-3.210256814956665,4.377115726470947,0.026970274746418,17949
633,560,0.0,44,28000,-50.0,50.0,,,,0.000990667,0.000676252820994705,-3.002405881881714,4.40747594833374,0.08644265681505203,17999
634,561,0.0,44,28050,-50.0,50.0,,,,0.0009906503333333334,0.0006461255252361298,-2.7968287467956543,4.594841957092285,0.13513782620429993,18049
635,562,0.0,44,28100,-50.0,50.0,,,,0.0009906336666666666,0.0006218613707460463,-0.8051924705505371,4.402466297149658,0.05167616158723831,18099
636,563,0.0,44,28150,-50.0,50.0,,,,0.000990617,0.0006095112767070532,-0.249099001288414,4.5150275230407715,0.027536101639270782,18149
637,564,0.0,44,28200,-50.0,50.0,,,,0.0009906003333333333,0.0006571181584149599,3.2628698348999023,4.628342151641846,0.25816088914871216,18199
637,565,0.0,44,28250,-50.0,50.0,,,,0.0009905836666666667,0.0006586638046428561,15.329578399658203,4.529485702514648,0.07290451973676682,18249
638,566,0.0,44,28300,-50.0,50.0,,,,0.000990567,0.0007062052027322352,-3.209807872772217,4.297780990600586,0.11315049231052399,18299
639,567,0.0,44,28350,-50.0,50.0,,,,0.0009905503333333334,0.0006911185337230563,-1.6242728233337402,4.326050281524658,0.08276192098855972,18349
640,568,0.0,44,28400,-50.0,50.0,,,,0.0009905336666666666,0.000689151871483773,3.49635648727417,4.478407859802246,0.04107743501663208,18399
641,569,0.0,44,28450,-50.0,50.0,,,,0.000990517,0.0007095238543115556,1.607265830039978,4.541990280151367,0.11942186951637268,18449
641,570,0.0,44,28500,-50.0,50.0,,,,0.0009905003333333334,0.0007728314376436174,3.2467808723449707,4.645503520965576,0.2944081425666809,18499
642,571,0.0,44,28550,-50.0,50.0,,,,0.0009904836666666667,0.0007967373239807785,-4.744672775268555,4.40014123916626,0.07811296731233597,18549
643,572,0.0,44,28600,-50.0,50.0,,,,0.000990467,0.0007725860923528671,2.170807361602783,4.496054172515869,0.06353619694709778,18599
644,573,0.0,44,28650,-50.0,50.0,,,,0.0009904503333333333,0.0007778550498187542,-0.4012233018875122,4.558278560638428,0.024231242015957832,18649
645,574,0.0,44,28700,-50.0,50.0,,,,0.0009904336666666667,0.0007913702866062522,4.3418145179748535,4.3558878898620605,0.0750536397099495,18699
646,575,0.0,44,28750,-50.0,50.0,,,,0.000990417,0.0008040618267841637,3.304823637008667,4.693588733673096,0.09661611169576645,18749
646,576,0.0,44,28800,-50.0,50.0,,,,0.0009904003333333334,0.0007994485204108059,-0.08716535568237305,4.463245868682861,0.07099750638008118,18799
647,577,0.01,44,28850,-49.5,50.0,,,,0.0009903836666666666,0.0008018399821594357,-0.34175431728363037,4.28771448135376,0.036414578557014465,18849
648,578,0.01,44,28900,-49.5,50.0,,,,0.000990367,0.0007960788789205253,0.5124118328094482,4.410894870758057,0.018134312704205513,18899
649,579,0.01,44,28950,-49.5,50.0,,,,0.0009903503333333335,0.0008104821317829192,1.7071788311004639,4.529901504516602,0.0257234089076519,18949
